id,maHV,name,phone,dob,gender,idNumber,address,queQuan,ngayCapCCCD,noiCapCCCD,classId,licence,feePlanId,promotionId,totalFee,profileComplete,responsibleStaffId,branchId,createdAt,docs_cccd,docs_gksk,docs_donDeNghi,docs_the3x4,notes
hv-304,HV304,Lee Kang-in II,056 182 216,08/08/2003,Nam,0791039900172,"329/5 Phan Đăng Lưu, Q.12, TP.HCM",Đồng Tháp,05/11/2021,Cục CS QLHC về TTXH,cls-2025-05-05-1,A,fee-a,promo-none,1995000,true,u-1,br-1,07/05/2025 08:41:06,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Cần luyện đề lý thuyết phần biển báo."
hv-305,HV305,Đen Vâu II,032 839 116,20/09/1988,Nam,0790889179995,"318/14 Nguyễn Đình Chiểu, Q.3, TP.HCM",Cần Thơ,05/07/2018,Cục CS QLHC về TTXH,cls-2025-05-05-1,A,fee-a,promo-link,1795000,true,u-2,br-1,01/04/2025 09:17:16,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-306,HV306,Neymar Jr II,097 294 700,25/09/1991,Nam,0790917902204,"25/20 Phan Đăng Lưu, Q.Phú Nhuận, TP.HCM",Tây Ninh,03/04/2019,Cục CS QLHC về TTXH,cls-2025-05-05-1,A1,fee-a1,promo-none,565000,false,u-1,br-1,10/05/2025 10:45:37,true,true,false,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-307,HV307,Sơn Tùng M-TP II,078 947 156,14/09/1998,Nam,0790988611278,"99/4 Quang Trung, Q.5, TP.HCM",Hà Nội,26/11/2024,Cục CS QLHC về TTXH,cls-2025-05-05-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,22/04/2025 17:54:21,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Vào bài hình số 8 còn rộng, cần thu hẹp."
hv-308,HV308,Đông Nhi II,083 796 309,25/02/1998,Nam,0790984417052,"238/17 Nguyễn Hữu Cảnh, Q.7, TP.HCM",Bà Rịa - Vũng Tàu,25/03/2019,Cục CS QLHC về TTXH,cls-2025-05-06-1,A,fee-a,promo-sgnv,1695000,true,u-2,br-1,30/04/2025 17:08:04,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-309,HV309,Sadio Mané II,081 575 567,30/10/2008,Nam,0791081576260,"127/13 Trần Não, Q.Tân Bình, TP.HCM",Cà Mau,21/10/2024,Cục CS QLHC về TTXH,cls-2025-05-06-1,A,fee-a,promo-none,1995000,true,u-1,br-1,13/05/2025 12:47:29,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-310,HV310,Vũ Cát Tường II,034 123 783,18/06/2002,Nam,0791024367709,"139/28 Lý Thường Kiệt, Q.8, TP.HCM",Quảng Nam,24/09/2022,Cục CS QLHC về TTXH,cls-2025-05-06-1,A,fee-a,promo-none,1995000,false,u-1,br-1,17/04/2025 16:32:31,true,true,true,false,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-311,HV311,Jeon Jungkook II,038 670 257,04/07/1993,Nam,0790933785414,"373/2 Nguyễn Văn Trỗi, Q.3, TP.HCM",Quảng Nam,05/05/2021,Cục CS QLHC về TTXH,cls-2025-05-06-1,A1,fee-a1,promo-link,365000,true,u-1,br-1,15/05/2025 15:50:30,true,true,true,true,"Đã đóng đợt 1. Còn lại 182,500đ. Vào bài hình số 8 còn rộng, cần thu hẹp."
hv-312,HV312,Hồ Ngọc Hà II,037 954 534,21/04/2008,Nam,0791088868145,"86/22 Trường Sa, Q.Bình Tân, TP.HCM",Bình Dương,27/07/2021,Cục CS QLHC về TTXH,cls-2025-05-06-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,17/05/2025 10:39:43,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Vào bài hình số 8 còn rộng, cần thu hẹp."
hv-313,HV313,Mỹ Linh II,034 696 142,17/06/1991,Nam,0790919200630,"188/11 Lê Lợi, Q.8, TP.HCM",Nam Định,14/06/2019,Cục CS QLHC về TTXH,cls-2025-05-06-1,A1,fee-a1,promo-summer,415000,true,u-1,br-1,19/04/2025 13:30:13,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-314,HV314,Robert Lewandowski II,097 325 815,21/08/1999,Nam,0790999065394,"278/20 Bạch Đằng, Q.Phú Nhuận, TP.HCM",Nam Định,03/09/2023,Cục CS QLHC về TTXH,cls-2025-05-06-1,A,fee-a,promo-none,1995000,true,u-1,br-1,15/05/2025 11:55:43,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-315,HV315,Drake II,093 612 438,28/04/2004,Nam,0791041542767,"354/17 Hoàng Văn Thụ, Q.8, TP.HCM",Tiền Giang,13/05/2023,Cục CS QLHC về TTXH,cls-2025-05-06-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,22/04/2025 10:01:09,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-316,HV316,Phan Anh II,077 306 942,14/03/1999,Nam,0790999952852,"173/11 Hoàng Văn Thụ, Q.8, TP.HCM",Khánh Hòa,14/09/2019,Cục CS QLHC về TTXH,cls-2025-05-06-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,28/04/2025 08:02:45,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Số 2 và số 3 tự tin, sang số mượt."
hv-317,HV317,Mã Siêu II,058 259 477,10/12/2006,Nam,0791067942442,"284/7 Xô Viết Nghệ Tĩnh, Q.3, TP.HCM",Ninh Bình,01/12/2023,Cục CS QLHC về TTXH,cls-2025-05-06-1,A1,fee-a1,promo-none,565000,false,u-1,br-1,27/04/2025 10:22:05,true,true,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-318,HV318,Hà Đức Chinh II,034 564 679,18/05/2005,Nam,0791053473989,"344/6 Nguyễn Thị Minh Khai, Q.Tân Phú, TP.HCM",Hà Nội,05/01/2023,Cục CS QLHC về TTXH,cls-2025-05-06-1,A1,fee-a1,promo-summer,415000,true,u-1,br-1,29/04/2025 10:14:28,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Cần luyện đề lý thuyết phần biển báo."
hv-319,HV319,IU II,037 446 201,29/06/2000,Nam,0791008828741,"151/21 Lê Hồng Phong, Q.12, TP.HCM",Nam Định,21/04/2019,Cục CS QLHC về TTXH,cls-2025-05-06-1,A1,fee-a1,promo-summer,415000,true,u-2,br-1,12/05/2025 17:45:30,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-320,HV320,Minh Hằng II,070 362 792,17/02/1996,Nam,0790961412321,"142/29 Hoàng Văn Thụ, Q.5, TP.HCM",Lâm Đồng,24/09/2018,Cục CS QLHC về TTXH,cls-2025-05-06-1,A1,fee-a1,promo-none,565000,false,u-2,br-1,27/04/2025 15:59:47,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Hay quên xi-nhan khi rẽ phải. Đã được nhắc.
hv-321,HV321,Châu Đăng Khoa II,056 593 877,22/09/1996,Nam,0790965524952,"51/3 Trường Sa, Q.Thủ Đức, TP.HCM",Hải Phòng,22/02/2024,Cục CS QLHC về TTXH,cls-2025-05-06-1,A,fee-a,promo-none,1995000,false,u-2,br-1,29/04/2025 11:47:24,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-322,HV322,Đặng Tử Kỳ II,039 942 853,28/06/1995,Nam,0790952398414,"74/20 Hoàng Văn Thụ, Q.8, TP.HCM",Ninh Bình,02/05/2021,Cục CS QLHC về TTXH,cls-2025-05-06-1,A1,fee-a1,promo-none,565000,false,u-2,br-1,24/04/2025 09:54:27,true,false,true,false,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Hay quên xi-nhan khi rẽ phải. Đã được nhắc.
hv-323,HV323,Ariana Grande II,094 574 789,28/03/2000,Nam,0791005995408,"225/13 Nguyễn Huệ, Q.10, TP.HCM",Khánh Hòa,05/04/2018,Cục CS QLHC về TTXH,cls-2025-05-06-1,A1,fee-a1,promo-none,565000,true,u-1,br-1,04/05/2025 16:58:12,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-324,HV324,Antoine Griezmann II,039 320 913,06/08/1992,Nam,0790926414901,"160/13 Quang Trung, Q.Gò Vấp, TP.HCM",Quảng Nam,18/08/2023,Cục CS QLHC về TTXH,cls-2025-05-06-1,A,fee-a,promo-none,1995000,true,u-1,br-1,25/04/2025 15:02:51,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-325,HV325,Mai Phương Thúy II,033 825 523,27/10/1988,Nam,0790882112017,"84/8 Nguyễn Thị Minh Khai, Q.4, TP.HCM",Hà Nội,21/12/2020,Cục CS QLHC về TTXH,cls-2025-05-01-2,A,fee-a,promo-none,1995000,true,u-3,br-2,09/05/2025 17:14:52,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-326,HV326,Phạm Băng Băng II,082 286 121,05/04/1997,Nam,0790973860092,"30/5 Nguyễn Văn Linh, Q.Phú Nhuận, TP.HCM",Đồng Tháp,20/04/2019,Cục CS QLHC về TTXH,cls-2025-05-01-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,01/05/2025 14:38:05,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Đã hoàn thành 3 buổi sa hình, đạt yêu cầu."
hv-327,HV327,Ngô Thanh Vân II,059 804 602,01/05/1996,Nam,0790963622442,"33/18 Nguyễn Trãi, Q.8, TP.HCM",Hà Nội,04/08/2020,Cục CS QLHC về TTXH,cls-2025-05-01-2,A,fee-a,promo-summer,1845000,false,u-4,br-2,01/05/2025 16:45:11,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-328,HV328,Lương Thùy Linh II,079 674 115,05/07/1994,Nam,0790945654057,"46/27 Nguyễn Đình Chiểu, H.Bình Chánh, TP.HCM",Bến Tre,27/12/2019,Cục CS QLHC về TTXH,cls-2025-05-01-2,A1,fee-a1,promo-summer,415000,true,u-4,br-2,29/04/2025 13:52:04,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-329,HV329,Harry Kane II,035 176 456,11/03/1988,Nam,0790885366790,"295/9 Trần Hưng Đạo, Q.3, TP.HCM",Quảng Ngãi,28/01/2023,Cục CS QLHC về TTXH,cls-2025-05-01-2,A,fee-a,promo-none,1995000,true,u-3,br-2,24/04/2025 11:47:16,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-330,HV330,Khánh Vân II,093 973 642,16/09/2004,Nam,0791042028670,"287/7 Lý Thường Kiệt, Q.Bình Thạnh, TP.HCM",Bà Rịa - Vũng Tàu,10/06/2019,Cục CS QLHC về TTXH,cls-2025-05-01-2,A1,fee-a1,promo-none,565000,false,u-4,br-2,02/05/2025 10:02:11,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-331,HV331,Diễm Hương II,036 438 827,17/05/1997,Nam,0790975611487,"334/2 Trường Sa, Q.12, TP.HCM",Vĩnh Long,22/09/2018,Cục CS QLHC về TTXH,cls-2025-05-01-2,A,fee-a,promo-none,1995000,true,u-3,br-2,16/04/2025 14:39:08,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-332,HV332,Quang Thắng II,090 300 476,08/12/2003,Nam,0791032353270,"283/16 Hai Bà Trưng, Q.7, TP.HCM",Huế,06/10/2024,Cục CS QLHC về TTXH,cls-2025-05-01-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,17/04/2025 14:11:27,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Vào bài hình số 8 còn rộng, cần thu hẹp."
hv-333,HV333,Kevin De Bruyne II,056 846 647,23/10/2003,Nam,0791033753301,"293/19 Quang Trung, Q.Bình Tân, TP.HCM",Tây Ninh,24/11/2022,Cục CS QLHC về TTXH,cls-2025-05-01-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,07/05/2025 15:41:14,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-334,HV334,Từ Hi Thái Hậu II,038 935 968,02/05/2002,Nam,0791026678398,"57/2 Võ Văn Tần, Q.Tân Bình, TP.HCM",Quảng Ngãi,25/04/2019,Cục CS QLHC về TTXH,cls-2025-05-02-2,A1,fee-a1,promo-none,565000,false,u-4,br-2,20/04/2025 10:25:40,true,true,true,true,"Đã đóng đợt 1. Còn lại 282,500đ. Tư thế ngồi chưa thoải mái — đang điều chỉnh."
hv-335,HV335,Trương Phi II,058 769 830,24/06/2007,Nam,0791071110139,"193/3 Phạm Văn Đồng, Q.Gò Vấp, TP.HCM",Cần Thơ,22/12/2023,Cục CS QLHC về TTXH,cls-2025-05-02-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,17/04/2025 16:45:29,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-336,HV336,Lưu Bị II,089 168 173,02/09/1998,Nam,0790987651403,"211/20 Đồng Khởi, H.Bình Chánh, TP.HCM",Quảng Nam,07/09/2022,Cục CS QLHC về TTXH,cls-2025-05-02-2,A,fee-a,promo-none,1995000,true,u-4,br-2,28/04/2025 11:27:18,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-337,HV337,Văn Toàn II,091 327 172,30/11/1992,Nam,0790929804698,"113/13 Phan Đăng Lưu, Q.Gò Vấp, TP.HCM",Phú Yên,27/02/2021,Cục CS QLHC về TTXH,cls-2025-05-02-2,A1,fee-a1,promo-link,365000,true,u-4,br-2,05/05/2025 17:43:45,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Đã hoàn thành 3 buổi sa hình, đạt yêu cầu."
hv-338,HV338,Adele II,091 666 667,18/12/2008,Nam,0791085483342,"321/21 Trần Hưng Đạo, Q.7, TP.HCM",Hải Phòng,25/02/2022,Cục CS QLHC về TTXH,cls-2025-05-02-2,A,fee-a,promo-none,1995000,true,u-4,br-2,12/05/2025 13:09:54,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-339,HV339,Hồ Hoài Anh II,090 911 296,25/02/2000,Nam,0791008585659,"367/29 Hoàng Văn Thụ, Q.Gò Vấp, TP.HCM",Cần Thơ,28/03/2018,Cục CS QLHC về TTXH,cls-2025-05-03-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,08/05/2025 12:08:00,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Sang số chân còn nặng. Đang cải thiện.
hv-340,HV340,Điêu Thuyền II,077 476 636,24/01/1990,Nam,0790902785949,"276/22 Nguyễn Văn Trỗi, Q.2, TP.HCM",Cần Thơ,10/11/2020,Cục CS QLHC về TTXH,cls-2025-05-03-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,12/04/2025 17:04:32,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-341,HV341,Bạch Cư Dị II,037 987 845,12/05/2008,Nam,0791089608341,"97/27 Trường Sa, H.Bình Chánh, TP.HCM",Huế,02/03/2023,Cục CS QLHC về TTXH,cls-2025-05-03-2,A,fee-a,promo-loyalty,1895000,true,u-4,br-2,05/05/2025 15:17:04,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tư thế ngồi chưa thoải mái — đang điều chỉnh.
hv-342,HV342,Suzy II,090 426 936,10/04/1996,Nam,0790967410710,"212/12 Pasteur, Q.Gò Vấp, TP.HCM",Đà Nẵng,07/09/2024,Cục CS QLHC về TTXH,cls-2025-05-03-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,25/04/2025 10:32:22,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-343,HV343,Đan Trường II,034 914 191,25/11/1997,Nam,0790978377465,"270/11 Hoàng Văn Thụ, Q.2, TP.HCM",Hải Phòng,14/02/2020,Cục CS QLHC về TTXH,cls-2025-05-03-2,A1,fee-a1,promo-link,365000,false,u-3,br-2,06/04/2025 10:57:40,true,true,false,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tay lái còn run khi vào cua hẹp.
hv-344,HV344,Lisa II,032 889 669,14/09/1988,Nam,0790882306807,"318/1 Trường Sa, Q.Phú Nhuận, TP.HCM",Thái Bình,28/06/2024,Cục CS QLHC về TTXH,cls-2025-05-03-2,A,fee-a,promo-sgnv,1695000,true,u-4,br-2,10/05/2025 14:01:58,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-345,HV345,Hoài Lâm II,098 743 216,01/08/1994,Nam,0790945508819,"337/2 Phan Xích Long, Q.5, TP.HCM",Bình Dương,05/07/2019,Cục CS QLHC về TTXH,cls-2025-05-03-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,23/04/2025 12:55:36,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-346,HV346,Vương Phi II,088 444 327,08/03/2004,Nam,0791042869650,"175/30 Cách Mạng Tháng 8, Q.Bình Tân, TP.HCM",Ninh Bình,09/10/2021,Cục CS QLHC về TTXH,cls-2025-05-04-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,14/05/2025 10:09:46,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-347,HV347,JustaTee II,058 894 945,29/01/2005,Nam,0791051064588,"26/29 Đồng Khởi, Q.4, TP.HCM",Cà Mau,08/11/2022,Cục CS QLHC về TTXH,cls-2025-05-04-2,A1,fee-a1,promo-none,565000,true,u-3,br-2,23/04/2025 12:11:46,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-348,HV348,Khởi My II,036 243 285,16/02/1997,Nam,0790972940098,"261/25 Nguyễn Văn Linh, Q.Gò Vấp, TP.HCM",Đà Nẵng,08/10/2024,Cục CS QLHC về TTXH,cls-2025-05-04-2,A1,fee-a1,promo-none,565000,false,u-4,br-2,12/04/2025 08:10:40,true,true,false,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Lo lắng trước ngày thi — cần động viên.
hv-349,HV349,Big Daddy II,039 221 907,13/03/1991,Nam,0790913276219,"148/27 Hai Bà Trưng, Q.Gò Vấp, TP.HCM",Bạc Liêu,07/11/2018,Cục CS QLHC về TTXH,cls-2025-05-04-2,A,fee-a,promo-sgnv,1695000,true,u-4,br-2,07/05/2025 17:24:48,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Phản ứng nhanh với tình huống bất ngờ.
hv-350,HV350,Bruce Lee II,083 516 568,10/07/2004,Nam,0791046593321,"179/29 Trần Não, Q.2, TP.HCM",Vĩnh Long,15/10/2024,Cục CS QLHC về TTXH,cls-2025-05-04-2,A,fee-a,promo-none,1995000,true,u-3,br-2,25/04/2025 08:14:53,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-351,HV351,Đát Kỷ II,084 299 716,12/06/2004,Nam,0791049524886,"131/14 Cộng Hòa, Q.4, TP.HCM",Nam Định,20/06/2023,Cục CS QLHC về TTXH,cls-2025-05-04-2,A,fee-a,promo-summer,1845000,true,u-4,br-2,05/05/2025 13:35:05,true,true,true,true,"Đã đóng đợt 1. Còn lại 922,500đ. Số 2 và số 3 tự tin, sang số mượt."
hv-352,HV352,Văn Mai Hương II,097 355 255,15/06/2007,Nam,0791075779528,"183/19 Trần Não, Q.3, TP.HCM",Ninh Bình,15/10/2018,Cục CS QLHC về TTXH,cls-2025-05-01-3,A,fee-a,promo-loyalty,1895000,true,u-6,br-3,05/04/2025 08:36:57,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tâm lý ổn định khi đi đường thật.
hv-353,HV353,Hồ Quỳnh Hương II,086 558 745,10/07/2000,Nam,0791009346991,"30/20 Lê Lai, Q.Bình Tân, TP.HCM",Hà Nội,24/04/2018,Cục CS QLHC về TTXH,cls-2025-05-01-3,A,fee-a,promo-none,1995000,true,u-5,br-3,19/04/2025 13:14:54,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Tư thế ngồi chưa thoải mái — đang điều chỉnh."
hv-354,HV354,Hyun Bin II,056 509 260,14/05/2001,Nam,0791019288053,"77/18 Phan Xích Long, Q.Phú Nhuận, TP.HCM",Đồng Tháp,18/08/2022,Cục CS QLHC về TTXH,cls-2025-05-01-3,A1,fee-a1,promo-none,565000,true,u-5,br-3,18/04/2025 12:40:27,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-355,HV355,Ed Sheeran II,093 312 992,27/09/1996,Nam,0790964946728,"254/26 Lê Lợi, Q.1, TP.HCM",Bạc Liêu,20/11/2019,Cục CS QLHC về TTXH,cls-2025-05-02-3,A,fee-a,promo-summer,1845000,true,u-6,br-3,17/04/2025 16:46:18,true,true,true,true,Chưa thanh toán. Liên hệ lại trước ngày thi. Lo lắng trước ngày thi — cần động viên.
hv-356,HV356,Càn Long II,088 146 116,28/11/2008,Nam,0791086972024,"40/25 Lý Thường Kiệt, Q.1, TP.HCM",Vĩnh Long,12/08/2020,Cục CS QLHC về TTXH,cls-2025-05-02-3,A,fee-a,promo-none,1995000,true,u-6,br-3,21/04/2025 15:09:06,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-357,HV357,Tôn Quyền II,090 474 961,17/09/2004,Nam,0791043827050,"133/22 Nguyễn Trãi, H.Bình Chánh, TP.HCM",Nam Định,07/11/2019,Cục CS QLHC về TTXH,cls-2025-05-02-3,A1,fee-a1,promo-none,565000,true,u-6,br-3,17/04/2025 08:00:32,true,true,true,true,"Đăng ký trước, đóng đủ sau. Đúng tiến độ. Hay quên xi-nhan khi rẽ phải. Đã được nhắc."
hv-358,HV358,Eden Hazard II,098 974 263,24/09/1995,Nam,0790953406350,"353/30 Nguyễn Văn Trỗi, Q.2, TP.HCM",Đồng Nai,20/04/2022,Cục CS QLHC về TTXH,cls-2025-05-02-3,A,fee-a,promo-none,1995000,true,u-6,br-3,03/05/2025 15:22:34,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện thêm bài đường thẳng và số 1 chậm.
hv-359,HV359,Hồ Văn Cường II,091 947 497,22/12/2005,Nam,0791052060803,"204/21 Điện Biên Phủ, Q.Tân Bình, TP.HCM",Cần Thơ,20/04/2018,Cục CS QLHC về TTXH,cls-2025-05-02-3,A1,fee-a1,promo-none,565000,true,u-6,br-3,08/05/2025 10:18:04,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Bài đường gồ ghề lái chắc tay.
hv-360,HV360,Bảo Anh II,038 834 853,19/05/2001,Nam,0791015170388,"125/21 Lê Văn Sỹ, Q.7, TP.HCM",Thái Bình,21/04/2023,Cục CS QLHC về TTXH,cls-2025-05-02-3,A,fee-a,promo-none,1995000,true,u-6,br-3,13/05/2025 15:51:12,true,true,true,true,"Đã đóng đợt 1. Còn lại 997,500đ. Tâm lý ổn định khi đi đường thật."
hv-361,HV361,Lương Triều Vỹ II,033 209 584,31/05/1994,Nam,0790944252816,"55/23 Lý Thường Kiệt, Q.Bình Tân, TP.HCM",Quảng Ngãi,21/06/2019,Cục CS QLHC về TTXH,cls-2025-05-03-3,A1,fee-a1,promo-none,565000,true,u-6,br-3,24/04/2025 08:32:19,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-362,HV362,Park Hang-seo II,089 913 629,11/12/2008,Nam,0791089793525,"74/24 Nguyễn Đình Chiểu, H.Bình Chánh, TP.HCM",Hải Phòng,13/02/2018,Cục CS QLHC về TTXH,cls-2025-05-03-3,A,fee-a,promo-none,1995000,true,u-6,br-3,23/04/2025 10:41:43,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần luyện đề lý thuyết phần biển báo.
hv-363,HV363,Hari Won II,084 536 747,06/07/1990,Nam,0790905699936,"91/8 Trần Não, Q.10, TP.HCM",Cần Thơ,24/10/2021,Cục CS QLHC về TTXH,cls-2025-05-03-3,A,fee-a,promo-none,1995000,false,u-6,br-3,23/04/2025 16:48:53,true,false,false,true,Chưa thanh toán. Liên hệ lại trước ngày thi. Hay quên xi-nhan khi rẽ phải. Đã được nhắc.
hv-364,HV364,Đỗ Hà II,097 771 801,24/07/2002,Nam,0791028570260,"104/8 Pasteur, Q.Thủ Đức, TP.HCM",Cà Mau,24/12/2018,Cục CS QLHC về TTXH,cls-2025-05-03-3,A1,fee-a1,promo-none,565000,false,u-6,br-3,12/05/2025 10:58:44,true,false,false,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Số 2 và số 3 tự tin, sang số mượt."
hv-365,HV365,AMEE II,081 387 383,02/05/2008,Nam,0791084317783,"249/16 Quang Trung, Q.Bình Thạnh, TP.HCM",Đồng Nai,03/03/2022,Cục CS QLHC về TTXH,cls-2025-06-01-1,A1,fee-a1,promo-summer,415000,true,u-1,br-1,09/05/2025 11:50:52,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Cần đeo kính khi học vì hơi cận.
hv-366,HV366,Mạnh Trường II,098 138 557,07/06/1988,Nam,0790883440952,"379/27 Lê Duẩn, H.Bình Chánh, TP.HCM",Vĩnh Long,11/01/2022,Cục CS QLHC về TTXH,cls-2025-06-01-1,A,fee-a,promo-none,1995000,true,u-2,br-1,13/05/2025 13:17:45,true,true,true,true,"Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Kỹ năng phanh trước tốt, đã làm chủ trên dốc."
hv-367,HV367,Trọng Hoàng II,056 123 743,12/05/1991,Nam,0790911099569,"93/4 Trần Hưng Đạo, Q.5, TP.HCM",Quảng Nam,01/05/2023,Cục CS QLHC về TTXH,cls-2025-06-01-1,A1,fee-a1,promo-none,565000,true,u-2,br-1,05/06/2025 16:27:03,true,true,true,true,Đóng đủ ngay lúc đăng ký. Tinh thần tốt. Tâm lý ổn định khi đi đường thật.
